content	Sentiment	Emotion
Ada bug pada saat ganti graphic game nya crash, sama untuk AI pengendara lain nya di tingkatkan lagi banyak yang nyetir nya nggak jelas, terus untuk control yang gyroscope ada beberapa derajat (-1, 0, 1) yg nggak gerak, kalo menurut ku lebih baik dihapus saja itu, agar saat menggunakan gyroscope di sensitivitas 75 keatas nggak tiba tiba belok mobilnya, untuk sisanya sih udah mantep.	Negative	Sad
ada bug saat verifikasi akun pas upload foto selfie, tidak bisa upload untuk android terbaru	Negative	Sad
Ada bug yaitu ketika kita main mod map tiba-tiba ngestuck di “setup scene” atau Adegan pengaturan. Speednya tidak ori + - 40 km, hanya speed trafficnya aja yg ori, tolong speed nya diperbaiki	Negative	Sad
Ada kala nya masuk kapal setelah mau turun dari kapal tidak bisa turun sayang itu perjalanan padahal udah deket ke terminal masa hangus begitu saja harus mulai dari awal lagi.	Negative	Sad
Ada kekurangan beberapa kosa kata dan tolong tambahkan bagian pribahasa	Negative	Sad
Ada kesalahan tolong di perbaiki Kalo saya baru mau jalan ngelag paketan saya juga baru diisi tapi masi ngelag tolong di perbaiki makasih	Negative	Sad
Ada koin pun gk bs chat..kasi 1 ja	Negative	Sad
Ada kosa kata yang kurang, yakni kata "Nyeleneh" yang termasuk ragam cakap yang bermakna menyeleneh. Kok, tidak ada arti lanjutannya ya? Kita tidak tahu sinonim dari kata itu akhirnya	Negative	Sad
Ada masalah pada saat saya memilih bahasa kerinci. Tolong diperbaiki	Negative	Sad
Ada notifikasi masuk, tapi pas buka aplikasi entah dimana letak notifikasi yang masuk tadi. Chat CS juga harus masukkan nomor hp lagi, padahal kan pas daftar sudah pakai nomor hp. Waktu ngetik untuk chat ke CS layar hp ketutup keyboard jadi menyulitkan ejaan. Setelah update, virtual account pada fitur minta uang tidak bisa digunakan.	Negative	Sad
Ada satu artikel yg ngejatuhin bts	Negative	Sad
Ada sedikit lelet	Negative	Sad
Ada yg kurang. Coba waktu nyebrang si kapal nya juga liatin dalam perjalanan nya jangan di skip tau tau nyampe. Kalo emang bisa keren sih	Negative	Sad
adain dong bisa dari bank bjb, krn pengguna bjb byk jg dari jabar dan banten	Negative	Sad
adain event tukar pulsa lagi donk min kayak kemarin aplikasi ini jadi aplikasi terbaik.. tapi sayang sejak event tukar pulsa berakhir jadi sedikit yang pakek apk ini	Negative	Sad
Adain lagi voucher pulsanya biar tambah semangat,klo gak ada voucher pulsa pasti pada uninstal aplikasi oy nya.	Negative	Sad
adakan lagi reedem pulsa dengan poin! kita siap kok di suruh liat iklan apapun atau instal aplikasi apapun asal bisa dapet pulsa kaya dulu lagi!	Negative	Sad
Adakan promo referensi nya biar pada semangat kaum rebahan dan kaum buntu pada menyerbu aplikasi ini. Saran aja	Negative	Sad
Admin buat mobil quad exxel dong,,bosan itu itu aja mobilnya,,	Negative	Sad
admin game,, tolong gimana cara masuk nya,, kok gagal terus dan tampilannya minta untuk simpan di folder document,,pas udh mau di simpan tpi tampilannya gagal itu gmna ya,,tolng bantuannya	Negative	Sad
Admin kenapa hari poin saya nggak masuk masuk padahal kemarin kemarin jam  9.00 poin nya udah masuk kok sekarang nggak mau masuk dan saya mewakili  semua pengguna  mereka semua mengeluhkan bahwa poin mereka tidak masuk  mohon kepada admin  utk di perbaiki sebab saya lelah chat dari shubuh  sampai mlm	Negative	Sad
Admin napa pas di downlod game nya kgak bisa di buka tolonh u admin kuouta  gw jdi sia sia di dowlolad ni game	Negative	Sad
Admin oy, tolong balikin redem pulsa telkomsel,balikin lagi kaya dulu.. Sekarang tinggal pulsa tri yg ada.. Kan sayang yg pake kartu simcard lain.. Mohon di maklumin aja ya min..	Negative	Sad
Admin tolong dong tambahin rute nya dan tambahin variasi-variasi nya , bis yang terbaru kalo bisa ambil penumpang nya jangan terlalu banyak ambil di pinggir jalan terlalu repot kalo bisa sih banyak in di terminal aja. Ma kasih	Negative	Sad
Admin tolong fiturnya d perbanyak lg kyk game sbelah ,bisa turun penumpang di tempat2 istrahat atau semacamnya, sma bus nya d tambahin dong ,, server mabar ngebug , tambahin aja ukuran gamenya yg pnting bisa jd bagus	Negative	Sad
Admin. Masih ada bug di setiap pintu tol yang saya lewati. Yang mana bug nya itu setelah bayar tol, tidak bisa jalan baik maju atau pun mundur. Baik di mode ngelayap, narik, pariwisata dan main bareng.	Negative	Sad
Admin..pulsanya kpn masuknya ya..padahal poim gw udah terpotong. Tp pulsanya bel juga masuk.. Hadeuuh semoga aja aplikasi ini gk PHP..	Negative	Sad
Aduh bu mimin.. saya belum juga dapat jodoh sudah disuruh bayar 8rb / perbulan. Maksimalkan dulu atuh usaha custumer yg bener2 ingin memiliki jodoh baru terserah deh bu mimin mau minta apa. Andai apliksi pacar ini bijak aja sprti wa/fb/ig.. pasti di dunia ini yg jomblo akan semakin dikit. Bu mimin dapat pahal kita yg berjodoh juga bahagia. Tolong dibijaksanakan bu mimin!	Negative	Sad
Aduh maaf ya.. mulai tidak independen..kok mulai nyampah..hati2 lhoo masa depan media ini membuat pola pikir tidak bagus	Negative	Sad
Aduh,saya kira disini ada sinonim,antonim dan analogi tapi ternyata tidak dan tidak bisa menterjemahkan bahasa Inggris ke bhs.indonesia	Negative	Sad
Aga bagus Masi cupu	Negative	Sad
Agak d perlancar.lemot mulu..mauny yang lancar n kuat.	Negative	Sad
Agak kecewa dengan aplikasi ini, saya transfer dari BCA ke Jenius dengan VA BCA sudah 24 jam lebih tidak masuk, respon email hanya menunggu pemeriksaan .. Padahal dulu cepat sekali ketika mau transfer, namun sekarang malah menurun 	Negative	Sad
Agak kurang simpel ya.. kartu yang tersimpan itu harus punya kita atau penerima? Bni syariah masih manual transfer	Negative	Sad
Agak lama untuk verifikasi pembayarannya mohon ditingkatkan lagi ya soalnya kalo lama saya gabisa tf ke yang lain karena pembayarannya musti satu², udh lumayan bagus soalnya ada pilihan bank btn karena di aplikasi lain gaada	Negative	Sad
Agak lambat chatingnya	Negative	Sad
agak lelet	Negative	Sad
Agak lelet yah	Negative	Sad
Agak lemot	Negative	Sad
Agak mengecewakan	Negative	Sad
agak ribet	Negative	Sad
Agak sedikit rasis..	Negative	Sad
Agak sulit mengetahui siapa yang suka dengan saya..	Negative	Sad
Agk krng sih seharusnya ad strobo tumpuk, sein ngalir cepat, busnya kek ditambahin kya JB3 rombak SHD soalnya dikit banget trus map nya tambahin lg trus lamkol/lampu kolong, lampu interior, lampu dlm bus. Dah itu aja sih yang perlu di update. Makasih	Negative	Sad
Ah ga bisa cat sama temen	Negative	Sad
Ah te resep ,rame kneh blp mobil	Negative	Sad
Ah.. Gak aplikasi apa lah ini saya dowlod masak gak bisa	Negative	Sad
Ahh sudahlah..	Negative	Sad
Akan lebih bagus lagi kalau TDK di buat pembayaran pake koin ataupun diamond,tapi pake kota internet atau WiFi saja. Pasti akan lebih banyak orang yg menyukainya.	Negative	Sad
Akhir akhir ini kalau main bareng suka error mohon diperhatikan penyebabnya Karena yang paling sering dilakukan dipermainan ini bukan cuma narik tapi juga banyak penggemar yang main bareng dan mereka semua sangat menyayangkan dengan keadaan seperti ini	Negative	Sad
akhir akhir ini sering terputus	Negative	Sad
Akhirnya setelah Hampir 1 Tahun lebih Game BusID Update Juga, Overall Update 3.7 ini udah ada banyak perubahan, mulai dari kota² yg diperbanyak lagi (sebelumnya agak dikit), Penumpang bisa Terlihat dari Jendela Bus (Kalau di Aktikfkan di Setting), DLL. Tapi yang disayangkan ada Minusnya. (-) Bug mobil NPC, Bug ini cukup ganggu sih, ketika kita sebagai player berhenti ketika lampu merah / Menunggu mobil didepan kita ingin belok, mobil NPC belakang itu gak rem, malah Gas terus (mendorong) Itu aja.	Negative	Sad
Akhirnya sudah bisa verifikasi,andai dari kemarin kek, kan aku memang udah kaya gitu caranya, dan baru skarang di terima, prcobaan hmpir pluhan kali	Negative	Sad
Akhirnya udah update, sebetulnya update nya keren cuma kok sekarang bot kendaraan nya jadi ga mau berhenti ya pas kita berhenti atau mau nyebrang gitu padahal di versi sebelum nya bot nya ga suka nabrak nabrak player tapi sekarang mau nyebrang aja susah pasti di tabrak bahkan kalo di lampu merah pun di tabrak, tolong perbaiki bug nya ya untuk bot kendaraannya di bikin yang kayak dulu aja ga suka nabrak nabrak player, bot nya kecepatan nya sekarang bisa tinggi tapi malah jadi suka nabrak² player	Negative	Sad
Akhirnya update besarnya keluar,tapi sayang banget buat  soalnya mode main barengnya itu error bahkan susah buat di akses oleh saya,dan ternyata yang kejadian seperti ini terjadi pada teman saya,dia gak bisa ikut join room gara² roomnya gak bisa di cari dan kadang kalo ada suka ilang terus secara cepat	Negative	Sad
Akhirnya update yang sudah lama ditunggu mohon developer yolong perbaiki masalah di setir tilt nya kok habis belok susah dikendalikan sebab habis nikung nya jadi gk selincah dulu streering assist nya min tolong di matikan	Negative	Sad
Aku beri satu bintang dulu ya.. Jujur ini apk bagus,tpi kok gx bisa gratis ya chattingan nya..	Negative	Sad
Aku diapp ini dpt kenalan Tapi diobrolan pesan terbatas selebihnya kok hrs bayar baru mau bls pesan gak bisa	Negative	Sad
Aku dulu punya gem ini tApi aku mau dowlod gemnya gak bisa aku udah download 2 kali gak bisa mohon diperbaiki itu saja saran saya 	Negative	Sad
Aku gak bisa masuk ke permainan	Negative	Sad
Aku gak kasih bintang 	Negative	Sad
Aku kasi bintang satu dulu nanti kalau aplikasinya bagus ku kasi bintan 10 fuiijkoiogogigififjfifjfjfifphidugueoeyfusidudifufpgudpfigpdifof tapi boong yaa lima lah	Negative	Sad
aku kasih 2 dulu deh soalnya aku mau verifikasi nomor telepon gak bisa di buka terjadi kesalahan terus ..mohon bantuanya ..	Negative	Sad
Aku kasih 2 dulu ya klo bagus nanti tambah lagi.. Karena aga lola	Negative	Sad
Aku kasih 3 bintang karna aku blm bisa melihat orang yang udh menyukai sayah ribet mau melihat ajh kudu pake poin	Negative	Sad
Aku kasih bintang 2 dulu,kenapa 2 ?? 1.Soal nya belum ada fitur cetak via printer bluotot 2.kenapa VA di hilangin 3.NAMA pengirim tidak jelas di apk Kenapa tidak sekalian di kasih nama yg jelas contoh nama pengirim david Di apk tertulis david  bukan  indonesia/doku. Selain itu sudah bagus,dan top lah,kalo sudah ada fitur printer bluotot baru aku kasih bintang 5 Trima kasih.	Negative	Sad
Aku kasih bintang 3 soalnya setiap menit game nya berhenti mohon diperbaiki ya....... tolong. Ayolah cepetan di update aku udah hampir 1 tahun gak main 	Negative	Sad
Aku kasih bintang 3,karena nunggu waktunya lama banget 1=3Menit lama sekali jadi mohon 3menit=10energi ya,kalo idah gitu aku kasih bintang lima.	Negative	Sad
Aku kasih bintang 4 dulu aku ada saran nih untuk  update kedepannya tolong hilangkan iklan saat sampai perbatasan jalan saya jadi terganggu saat mengemudi dan berubah menjadi iklan itu yang pertama DNA kedua tolong lebih detail atau lebih bagus lagi grafiknya padahal udh mentok rata kanan tapi kok seperti tumbuhan pohon masih saja blur atau kurang real gitu dan kotanya lebih perbanyak seperti ets2	Negative	Sad
Aku kasih bintang 4 dulu karna kalau kata dari bandung ke cirebon dan ke Jakarta di perjalanan itu tiba tiba gak bisa gerak ngebug padahal udah keluar abis itu masuk lagi tapi gak bisa jadi di fix ya 	Negative	Sad
Aku kasih bintang 4 kalau penukaran pulsa udah di normalin..saya merasa dibohongi.. Sudah nyari poin susah.. Tujuan nyari poin untuk reedem pulsa tapi malah dihilangkan..tolong perbaiki min	Negative	Sad
Aku kasih bintang 4 karena - hujannya kurang realistis - bisnya kurang - lampu SHD nya kurang real - kalau pariwisata gak bisa berhenti untuk makan Tolong di perbarui biar lebih kayak dunia nyata, se enggaknya bisa ngalahin ETS lah, dan tolong di tambahkan - pejalan kaki - bisa nyuci bis - bis bisa kotor kalau kena debu - bisa makan - bisa ubah suspensi, selendang bis, dll - tambahin map Sumenep, Sampang, Pamekasan, dll - ban bisa bocor - pom bensin ada yg megang selang bensinnya Udah itu aja	Negative	Sad
Aku kasih bintang 4 Karna gabisa masuk rumah tapi bagus bisa pakai modq	Negative	Sad
Aku kasih bintang 4 soal nya kalo malem walaupun gk make lampu masih terang dan masih keliatan jalan nya.. dan tolong kalo nabrak tambahin penyok"nya sama tambahin pejalan kaki.. dari segi grafis rumah" nya masih terlalu kartun	Negative	Sad
Aku kasih bintang dua kenapa? karena setiap aku main gamenya malah macet biasanya tidak terjadi macet di dalam game	Negative	Sad
Aku kasih bintang satu aj dulu blm tau aku isi dri app ini	Negative	Sad
Aku kasih bintang satu dulu Krn blm tau caranya	Negative	Sad
Aku kasih bintang tiga dlu kalau bagus dan gak nyusahin aku tambah bintang lagi	Negative	Sad
Aku kasih bintang tiga dulu, sama atau lagi, map kalo bisa map nya jangan di potong" jadi ga asik, kalo bisa jangan dipotong biar bisa lama mainnya	Negative	Sad
Aku kasih bitang 3 gara-gara aku ga punya banyak item jadi ga bisa lanjutin level	Negative	Sad
Aku kok ga bisa loading atau masuk ke game Bus simulator Indonesia sih kenapa ini perbaiki dulu untuk aku game nya ya oke makan nya kukasih aja bintang atau rating 2.	Negative	Sad
Aku ksh satu bintang dllu..	Negative	Sad
Aku langsung liat di tiktok katanya mau di apgret lagi gem nya tolong betulan di apgret lagi ya.. Sebenernya sih gem nya udah bagus tapi tolong kalau digarasi kita bisa pasang strubu tumpuk sendiri Kalau pasang pakek obb kansusah..jadi tolong ya Juga 1lagi kalau mau narik jangan online kan gak seru Tolong dibaca	Negative	Sad
Aku mau ini tapi paket tidak cukup untuk men download aplikkasi ini	Negative	Sad
Aku mau minta jawaban dari developer nya aku mau pake mod busid kok gak jadi yah kenapa padahl di hp yg satu jadi apa karna tipe android ku 11 tapi ya gak ngaruh kan masa tepe android nya lebih baik lebih jelek jadi aku mau minta klarifikasi nya yaa kak admin busid dan developer nya.. Geam nya bagus kok download aja udh 1 tahun aku main geam ini trus ganti hp malah gak bisa masang mod tapi gak papa lah bagus juga kok. Tambahkan kota Purwokerto sama Cilacap Donk kak developer 	Negative	Sad
Aku nga bisa memakai mod	Negative	Sad
Aku ngak bisa donlod padahal lagi butuh	Negative	Sad
Aku pakai mot tetapi gak bisa main	Negative	Sad
Aku punya  B.Indonesia di lemari bukuku. Sebelum aku mengenal app ini, aku malas sekali membuka  B.Indo itu, first, karena dia besar dan tebal mengambilnya cukup sulit dr himpitan buku², next kita mesti cari sesuai abjad.. yaa seprti kita tau, kita harus membaca huruf kecil² itu untuk memperoleh hasilnya. Tp, stlh mengenal app ini semua tugasku dipermudah. Aku kenal app ini dr kakakku dn ia juga yg merekomendasikannya. Tq developer!	Negative	Sad
Aku senang dgn aplikasi ini.. Sayang bayaranny terlalu mahal.. 	Negative	Sad
Aku sudah pasang obb gak bisa sudah dapat uang malah hilang jangan instal game ini kalau kalian gak bisa pasang obb langsung protesl ah	Negative	Sad
Aku suka aplikasi ini tp kok lm ya gak ke donloud donloud gimananih aku mau banget aplikasi ini tolon	Negative	Sad
aku suka aplikasi ini, tapi kok chatan aja mesti bayar sih	Negative	Sad
aku suka main game ini dari 2018 sampai sekarang, tapi sekarang setir susah di kendalikan sampai bus sering nabrak, harapan saya sih di perbaiki di di bagian setir.	Negative	Sad
Aku suka tapi app ini pake batas chat nya.	Negative	Sad
Aku suka tapi baru main  aku kasi bintang 1 ¢	Negative	Sad
Aku suka v3. 7 ,tapi ada bug yaitu pas di main bareng romnya ngebug / ganti gati sendiri, dan stirnya agak positif , dan pas ujannya off tapi tetap ujan dan aku off in mode malam nya tetap malam mohon  tolong sekali bug ini di betulin mungkin cuma itu doang bug yg saya tau tolong di betulin ya pihak 	Negative	Sad
Aku tidak per cata pas aku bikin tugas tentang pangeran ponegoro lansung ada per mainan ini	Negative	Sad
akujalan kiri malah jalanke kanan aku kasih nilai berapa ya75 ajadeh	Negative	Sad
Akun bisnis sdh diverifikasi. Tp di menu production tidak ada fasilitas membuat payment link seperti di akun demo.	Negative	Sad
Akun facebook saya terkunci dan saya tidak bisa masuk	Negative	Sad
Akun gw ilang oot	Negative	Sad
Akun ku d blokir kenpaa y . Mohon penjelasan nya .. / klo mau masuk lg gmna caranya tnpa daftar ulang soalnya arc ku d pegang majikan & majikan nga serumah sma q 	Negative	Sad
Akun saya kenapa tidak bisa membaca pesan masuk dari orang lain ya?	Negative	Sad
Akurasi dan ketepatan informasi msh kurang.	Negative	Sad
Alamat email sulit di temukan..	Negative	Sad
Allahamdulillah akhir nya update, tapi masih ada yang kurang, yaitu masih sangat ngelenkk jika di mainkan, padahal main blom ada 5menit ngelenk, tiba" keluar sendiri, perbaikin secepat nya bug"nya, sudah bagus si sudah.	Negative	Sad
Alur ceritanya kurang terasa hidup	Negative	Sad
Ampun iklanya lah, saran aja nih, ini game udh bgus bgt, tolong ilangin iklannya, sama kalo ganti map gak ush loading langsung aja, ini game udh bgus bgt lho, cuma gara2 ini sayang bgt, smga kedepanya gak da iklan, sama ganti map di hilangin lngsung aja gk ush loading2 ngan maksih	Negative	Sad
Ampuunnnn di update bukannya bagus malah semakin kacau..coba itu min pas di map klo bisa di perbaiki lagi..udh loading nya lama pas main lagi player nya pada hilang tp chatan nya ada kesan nya kan jadi horor..	Negative	Sad
andai fitur2 Bus Ultimate seperti membuat PO Bus, Penumpang yg bawel, Mobil bisa rusak dan masuk bengkel itu ada di BUSID maka saya nyatakan sempurna dan ga sia-sia update map ada bengkel, warung , alfa, tempat cuci cuma tidak jadi gambar saja. Polisi patroli ga ada guna, kita nabrak tidak ada sanksi apa-apa jadi cepat Bosan mainnya.	Negative	Sad
Aneh , progam refferal saya ga dapet dapet padahal sudah memenuhi syarat s&k nya Hadehh	Negative	Sad
Aneh bgt dikit2 pake coin, trus kapan sy dpt jodohnya klo gitu	Negative	Sad
Apa apa naik bisa dipastikan pengguna banyak yang mengeluh dan berkurang, tolong untuk dipertimbangkan kembali	Negative	Sad
Apa cuman gua yg 5x pengajuan gak di acc terus. Wkwk. Padahal dah di isi semua. Foto ktp sama selfie. Apa kurang jelas apa gmna. Pdhal ni hp resolusi udh gahar kamera depan maupun belakang  okee uninstal	Negative	Sad
Apa fungsi customer support kalau tidak bisa membantu, hanya disuruh menunggu. Itu bukan bantuan tapi itu mengikuti sistem, sekarang oy gag rekomendasi buat transaksi transfer	Negative	Sad
apa lg gangguan,, knp tdk bs login y	Negative	Sad
Apa memang belum ada tombol untuk apdet? Kok mencari kata baru belum ada.. jika dicari dengan versi luring sudah ada	Negative	Sad
Apa voucher Alfamart juga tidak ada lagi seperti randem pulsa	Negative	Sad
Apa vpn ini bgus untuk vc k indonesia.sya bru ini pke vpn indonesia.sya lgi d luar negri	Negative	Sad
Apa2 harus bayar Gimana sih aplikasi ini ?? Baru sekali chat aja sama cewe udah gak bisa lagi dibalas, harus bayar dulu baru bisa balas. Trus mau liat profil cewe yg menyukai kita pun harus bayar. Kasih bintang 1 aja dulu.	Negative	Sad
Apa2 hrus byar huuh	Negative	Sad
Apa2 musti bayar	Negative	Sad
Apaan gk bisa daftar ID udah ketik daftar malah gk bisa2..	Negative	Sad
apaan.. aplikasi nya ga bsa chat"n.. hrus kta yg mulai duluan.. dan gthu yg di tampil kan cuma 4 kontak	Negative	Sad
Apakah  tidak bisa di gunakan di singapore ? Karena saya coba dftar masukkan nomer tetap tidak bisa	Negative	Sad
Apakah akan ada redeem poin untuk pulsa kalau ada bakalan saya tambain bintangnya nanti	Negative	Sad
Apakah bisa Verifikasi pakai SIM ? KTP saya sudh rusak blum di perbarui	Negative	Sad
Apakah masih gangguan ga bisa kebuka	Negative	Sad
Apakah reedem pulsa akan dihapus?? Banyak pengguna oy di kalangan pelajar kecewa.. Tolong kembali hadirkan fitur redeem pulsa..	Negative	Sad
Apan ini tdk dapat di unduh	Negative	Sad
Apanya seng seru knp harus ad aplikasi ini sih komentarny jg jelek, maaf kalo komentar sy kyk gini seng sy emang bner	Negative	Sad
Apik.. sayang itemnya mahal mahal	Negative	Sad
Apikasi x ga baik,,chat di batasi	Negative	Sad
Apilkasi yak bagus gak kalo gak gak usah sakelp tahuk	Negative	Sad
Apk apa ini saya mempunyai oy dan aplikasi oy saya terhapus kemudian saya instal kembali lalu log in dan saya yidak mendapatkan pin nya padahal saya sudah mengetik nomer telepon saya dengan benar tetapi tidak mendapatkan pinnya bagaimana ini	Negative	Sad
Apk apa niee.. Kalau bayar pasti ada kenyamanan, ini aplikasi kayak nggak mau jalan, lemmot	Negative	Sad
Apk ini bgus cuma pnggunanya sdikit bnyk yg udh nggk aktif	Negative	Sad
Apk ini melakukan sebuah pelecehan	Negative	Sad
Apk lemot pake ROG ram 6 aja login sampe 3 jam	Negative	Sad
Apk nya bagus, tapi kenapa asal login sama mau mainkan game nya selalu kembali sendiri.. Mau online ataupun offline sama aja, suka login beberapa kali baru bisa main game nya.. Itupun pas rute nya terpotong terus loading lagi, eh malah kembali sendiri juga tolong di perbaiki dong	Negative	Sad
Apk nya bagus.. tp klo mau chat harus beli koin dlu.. payah	Negative	Sad
Apk nya bgus sih,cmng untuk liat photo yg mngunjungi kita pke koin udh gtu roda putar ny brhenti di 10 koin mullu sengaja apa gmna gk tau dah.. Kllo gratis tak ksh full bintang nya..	Negative	Sad
APK nya kok gk bisa reconnect otomatis padahal sinyal bagus, mohon dioptimalkan lagi 	Negative	Sad
Apk nya kurang bagus nih. Masa mau jadi pacar harus ada syarat nya pulsa atau gk ATM.	Negative	Sad
Apk nya nge lag	Negative	Sad
Apk nya rusakk gabisa nyala	Negative	Sad
Apk payah	Negative	Sad
Apk tak bagus. Mending aplikasi sebelah event gede	Negative	Sad
Apk tidak bagus	Negative	Sad
Apk.nya bagus,, cukup membantu .tp kendalanya, setelah saya pasang apk ini. Kenapa apk yg lain jd agak lemot ya.? .mohon solusinya 	Negative	Sad
Apknya kapan update sii? Tolong untuk yg maen bareng tambah in trafic sperti mobil lewat agar rame! Trus ada yg ambil penumpang dan tidak, masa sepi banget klo buat mabar gda lalu lintas!! Ayo dong di update nanti aku kasih bintang 5!! Smngt!!	Negative	Sad
apknya udah bagus min cuman lokasi server ip harusnya sesuai judul jangan ada negara lain, gua tambah 1 bintang lagi kalau lokasi server indonya di tambah lebih banyak lagi minimal ada 200 ip server indo	Negative	Sad
Apl yg bagus, tp aku ngechat banyak2 gak ada yg balas huhu T_T	Negative	Sad
Aple jelek	Negative	Sad
Aplikasi  ini tidak ada iklan nya,, Belum pernah lihat iklan muncul di hp saya, Aplikasi memang aplikasi ini tidak pasang iklan,, Jadinya orang tidak bisa tau tentang Aplikasi ,, Untuk bersaing harusnya ada iklan dong, biar tidak tenggelam..!!	Negative	Sad
Aplikasi  kok nambah poinnya dibuat nukarin pulsa.tambah susah nyari poin	Negative	Sad
Aplikasi  mulai bangkrut gak seperti biasanya chat banyak cuman dapet  poin dikit bikin kecewa pengguna  aja	Negative	Sad
Aplikasi angin angin nan, lagi bagus langsung konek. Lagi ngadat, sampe botak baru konek	Negative	Sad
Aplikasi apa ini baru beberapa kali ngechat orang, udah disuruh berlangganan, gk bisa ngechat kalau gk berlangganan	Negative	Sad
aplikasi apa ini. ga jelas masa masukin kartu debit. kena biaya 10rb. dasarr ga jelass untung dimna nya. yg ada merugikn	Negative	Sad
Aplikasi apaan nih ngechat harus bayar biasanya aplikasi lain chat biasa aj gk kena denda macam WA, MESSENGER dll tpi kalo ini harus bayar knp y tolong infonya	Negative	Sad
Aplikasi apaan, chatan pun mau prabayar.. gratis nya pun cuma sedikit, pelit amat dah	Negative	Sad
aplikasi apaan, search jarak 20km eh malah dapat yg luar pulau	Negative	Sad
Aplikasi apan mau chat harus bayar dulu........	Negative	Sad
Aplikasi bagus untuk transaksi pengiriman uang. Saya sudah mengalami 3x gangguan transfer ke bank. Hasilnya yang terakhir sangat MENGECEWAKAN. Transfer uang dari jam 23.00 masuk sukses di jam 7.30 pagi. Tidak ada pemberitahuan gangguan. Admin tidak 24jam, sudah kirim email 3x no respon. Transaksi TIDAK BISA DIBATALKAN. Pikirkan jika kami pengguna, membuka jasa transfer dan harus rugi jika uang tidak masuk ke pelanggan dalam waktu yng sangat lama. Uang tetap masuk ke planggan, user tidak bayar.	Negative	Sad
Aplikasi bagus, transaksi lancar, tapi maaf ijin hapus dulu yaa, karna sekarang ada biaya admin nya	Negative	Sad
Aplikasi bagus. Tetapi karena naiknya poin untuk di redeem/di tukar menjadi naik. Awalnya 65 pts kok sekarang malah jadi 80 pts. Tolong turunin kembali. Dan kasih poin jangan cuma sehari cuma dapat 1 pts. Tambahin poin pts yg banyak biar cepet dapet pulsa. Nanti tak akan tambah bintangnya	Negative	Sad
aplikasi bagus..tpi chat ny jangan di batasi yh..gratis setiap chat ny..trima kasih	Negative	Sad
Aplikasi banyak menggunakan biaya data padahal saya hanya melihat artikel saja tidak menonton video. Mohon untuk dioptimalkan	Negative	Sad
Aplikasi belum beres ya? kok tidak ada menu utk hubungkan akun, dan bank yg tersedia jg baru beberapa. belum ada jenius ya? padahal di videonya sudah ada tolong bantuannya	Negative	Sad
Aplikasi berat , unggh foto susah . Sisa nya belum nemu	Negative	Sad
Aplikasi buat cari kenalan, ribet skali aplikasinya	Negative	Sad
Aplikasi ckp bgs,tapi sayang utk berita motor GP nya dak ada,klu bisa tlng dilengkapi lg,trm ksh	Negative	Sad
Aplikasi dengan proses verifikasi tersulit yang pernah saya alami, verifikasi berulang kali gagal, parah.., Sampai saat ini akun saya masih belum terverifikasi, setelah berkali-kali gagal	Negative	Sad
Aplikasi dikit2 suruh bayar, ribet amat. Oiya habis install ulang app, chat ilang semuaa..	Negative	Sad
Aplikasi g ada mutunya.. Masa ganti foto g bisa.. Padahal cuma foto biasa..	Negative	Sad
Aplikasi ga bakal laku, masa baru aja chat harus bayar, kalah ama fb.	Negative	Sad
aplikasi ga bermutu,msih banyak aplikasi lain yg bermutu	Negative	Sad
Aplikasi ga bisa dibuka, kode otp 6 digit tp di aplikasi cuman untuk 5 digit payah..	Negative	Sad
aplikasi gak bermutu mau nyari yg bnar dicuekin,klo di ajak bo dengan tarif mahal direspon sama kayak dimichat kebanyakan cwek2 jual diri sama vcs kecewa	Negative	Sad
Aplikasi gak bs di download uuy benerin	Negative	Sad
Aplikasi gak jekaa	Negative	Sad
Aplikasi gimana sih.daftar ajj susah.koneksi tdk stabil.pdhl gue kan udah  pake wifi.yutub ajj lancar jaya.. gimana nih	Negative	Sad
Aplikasi gx Jelas.. Jiminan nyesel kalau download .. Sering kali gagal kalau kirim uang Via Aplikasi Oy.. Padahal saya sudah berlangganan yg berbayar.. mahal2 beli hasilnya sering Gagal.. Proses Pengiriman hingga 2Jam lebih.. Mending pakai Flip yg Lebih cepat.. walau diatas 5jt bayar biaya 2.500.. tapi lumayan cepat krm uang nya.. dri pada Oy.. bayar mahal2 bahkan sudah berlangganan tp sering kali gagal..	Negative	Sad
Aplikasi 'hebat' Judul nya indonesia,.isi nya banyak org amerika :D :D (Mau ketawa, tapi males.. Inilah aplikasi yg terlucu, Terlalu comedy.. Mau liat yg suka, harus pake koin. Udah di bela2in, ternyata yg suka gw banyakan indo.. Penggemar gw ada dari USA, Taiwan, Malaysia, sampe marroco.. Emeijingg.. Ngga masuk akal., admin maksain banget.. Hahahaa	Negative	Sad
Aplikasi ini bagus banget, cuma gx ada yg versi mod nya jadi aku kasih bintang 1, PALPALEPAL PALE, 	Negative	Sad
Aplikasi ini bagus cuma tuntutannya harus bayar baru bisa melihat pengemar kita.	Negative	Sad
Aplikasi ini bagus sekali dan sangat populer untuk digunakan.. hingga OY memutuskan menerapkan tarif 1500 per setiap transfer. Sampai OY kembali menggratiskan setiap transfer, saya tidak akan menggunakannya kembali, terutama harga adalah musuh bagi massa.	Negative	Sad
Aplikasi ini bagus tapi daftar nya gak ngerti	Negative	Sad
